family,feature,validation_block,rows,mean,median,std,q25,q75,development_mean,development_median,development_std,development_q33,development_q67,mean_z_vs_development,median_z_vs_development
cross_asset,dxy_return_5d,1,110,0.0013444824061600265,0.00043136671730802133,0.007536760181149697,-0.0041441710792739115,0.006615710628094864,0.0005581904980755392,0.00026996874623922535,0.011802596979626311,-0.004192015335694086,0.004852860889655651,0.06662024548002338,0.013674784570497645
cross_asset,dxy_return_5d,2,110,0.0035455384630828143,0.0020772914399873306,0.009574729573055002,-0.003515057869934205,0.009066270808486885,0.0005581904980755392,0.00026996874623922535,0.011802596979626311,-0.004192015335694086,0.004852860889655651,0.2531093767044699,0.15312923900290018
cross_asset,dxy_return_5d,3,110,0.0003632104792206667,0.0004725425563352282,0.009725699939956504,-0.006658611744245,0.006843239951658705,0.0005581904980755392,0.00026996874623922535,0.011802596979626311,-0.004192015335694086,0.004852860889655651,-0.016520094619128973,0.01716349464831228
cross_asset,crude_return_5d,1,110,0.005997741807083392,0.00987005448495377,0.04504209598090508,-0.020317069739378565,0.03796300595625196,-0.009722936737376769,-0.004317989386381611,0.06411474404261468,-0.024813552101781194,0.015840008025561268,0.24519599632201933,0.22129143745633792
cross_asset,crude_return_5d,2,110,0.003201121178161111,0.004177435279936985,0.07553429936434608,-0.024742276232037872,0.04416472857140342,-0.009722936737376769,-0.004317989386381611,0.06411474404261468,-0.024813552101781194,0.015840008025561268,0.20157700242783066,0.13250344820330257
cross_asset,crude_return_5d,3,110,-0.009725020134650311,-0.008688119635245867,0.049065077718029544,-0.041216242936344606,0.02302600277858301,-0.009722936737376769,-0.004317989386381611,0.06411474404261468,-0.024813552101781194,0.015840008025561268,-3.249482322127618e-05,-0.06816108079538763
cross_asset,gold_dollar_relative_return_5d,1,110,-0.0035113990089983703,-0.0019962999334761653,0.02821470396130962,-0.021671336884990178,0.016789529098266844,0.001332512666448472,0.0029308405943739195,0.03421571251405681,-0.00931999722790475,0.014344945756777111,-0.1415698028634307,-0.14400227748657496
cross_asset,gold_dollar_relative_return_5d,2,110,-0.003772593822200638,0.0005721094276256861,0.024616667615759587,-0.017100408887520558,0.014713407612981738,0.001332512666448472,0.0029308405943739195,0.03421571251405681,-0.00931999722790475,0.014344945756777111,-0.1492035709194068,-0.06893707578876804
cross_asset,gold_dollar_relative_return_5d,3,110,0.0010530777163532115,-0.0036239775867283486,0.026312700499687394,-0.017787507614930285,0.018965324675162584,0.001332512666448472,0.0029308405943739195,0.03421571251405681,-0.00931999722790475,0.014344945756777111,-0.008166860473253641,-0.19157333574185711
cross_asset,futures_cash_confirmation,1,110,-0.00012117576936979405,5.296404659552514e-06,0.0023639660741141552,-0.0002691056350304097,0.00032844993122048915,2.0448742100872725e-05,3.9311101434955694e-05,0.003876387195627146,-0.0005650115177156785,0.0005786594165097091,-0.03653518194220376,-0.008774844993238627
cross_asset,futures_cash_confirmation,2,110,8.439788052169698e-05,-5.299666286439882e-05,0.0013725745422532843,-0.00019314008888480453,0.0002447059765589535,2.0448742100872725e-05,3.9311101434955694e-05,0.003876387195627146,-0.0005650115177156785,0.0005786594165097091,0.016497097733932164,-0.02381283386847541
cross_asset,futures_cash_confirmation,3,110,6.375364427006804e-05,-2.659935491931614e-05,0.0015362276698138316,-0.00029135683214250615,0.0002764891730383895,2.0448742100872725e-05,3.9311101434955694e-05,0.003876387195627146,-0.0005650115177156785,0.0005786594165097091,0.011171459398598383,-0.017003063168876356
